nombre,id,tension,fases,seccion,material,fecha_puesta_servicio,propiedad,concesion,geojson
ALTO VALLE - CENTENARIO 132 1,,132,,150 mm2,,1993-01-01,DISTROCOMAHUE-NEUQUEN,DISTROCOMAHUE-NEUQUEN,"{""type"":""MultiLineString"",""coordinates"":[[[-68.0218556703487,-38.9513795849044],[-68.021863315412,-38.9511964447966],[-68.0237129493055,-38.9499079194935],[-68.0268683874055,-38.9481015368066],[-68.0302265245256,-38.9467850547138],[-68.0327489379563,-38.9457865999181],[-68.0353638376833,-38.9442845739316],[-68.0387403691873,-38.9427007751066],[-68.0410613272858,-38.9415162328216],[-68.0427460386121,-38.9406142970632],[-68.0460790390062,-38.9390055757933],[-68.0502339620941,-38.9361889556898],[-68.051819356671,-38.9351099522126],[-68.0526590693936,-38.9345648524277],[-68.0541424752856,-38.933787995455],[-68.0574185589892,-38.9320137964617],[-68.059880280116,-38.9306958028667],[-68.0611557275618,-38.9300116574731],[-68.0636836178913,-38.9286336796679],[-68.0651281424971,-38.9274392639707],[-68.0671859069421,-38.9257389215536],[-68.0707048747959,-38.9227772055053],[-68.0729270990799,-38.920902709866],[-68.0741143084935,-38.9198887049686],[-68.0755161480461,-38.917904900187],[-68.0767382271143,-38.9162525141939],[-68.0788158167107,-38.9160182835402],[-68.087562619445,-38.9087598623388],[-68.0944936827099,-38.8989197730837],[-68.0972797540529,-38.8949680431483],[-68.1000560577779,-38.8910346971437],[-68.1015911019232,-38.8888478579828],[-68.1030038906497,-38.8868684681337],[-68.1044953974117,-38.8847387890763],[-68.1087642503914,-38.8786939425282],[-68.1154813058453,-38.8691488529427],[-68.1194461697248,-38.8635371134077],[-68.1223336921138,-38.8594070332409],[-68.1280008123366,-38.8513249991654],[-68.1290862573302,-38.8498121495577],[-68.1306062564908,-38.8476652374029],[-68.1334926660808,-38.8435470078257],[-68.1348949634575,-38.8415823842473],[-68.13631043053,-38.8396077412717],[-68.136988265988,-38.8385908581771],[-68.1377051779996,-38.8376002678855],[-68.1380596624609,-38.838038950093]]]}"
CINCO SALTOS - ALTO VALLE 132 1,,132,,300 mm2,,1993-01-01,DISTROCOMAHUE-RIO NEGRO,DISTROCOMAHUE-RIO NEGRO,"{""type"":""MultiLineString"",""coordinates"":[[[-68.0377235320675,-38.837682240206],[-68.0379510252484,-38.8379821812401],[-68.0381672464789,-38.839550446521],[-68.0400237368424,-38.8407091379843],[-68.0457986790656,-38.8450671035815],[-68.0488602092136,-38.8470514325588],[-68.0579430541131,-38.8539438182038],[-68.0601061017784,-38.855590433768],[-68.0610778287681,-38.8567777758635],[-68.0613424112034,-38.8579144643045],[-68.0609213539631,-38.8604556900397],[-68.0614305041764,-38.8608461009339],[-68.0636161366778,-38.8616634725812],[-68.0653155014401,-38.8622371954694],[-68.06609805425,-38.8637013654654],[-68.0669051466369,-38.8654750311938],[-68.0713095233786,-38.8689139931528],[-68.0725953845398,-38.8703994027987],[-68.0746171306442,-38.8727470861409],[-68.0776595804484,-38.8810315340622],[-68.0792937177561,-38.8829722715822],[-68.0826294390952,-38.8869398144939],[-68.0845090400028,-38.889207828335],[-68.0874410742342,-38.8914546772964],[-68.089274137034,-38.8928717506234],[-68.0877238672402,-38.8949335840888],[-68.0860454772474,-38.8970591289487],[-68.0820991467281,-38.8998063902622],[-68.0792140910555,-38.902326202006],[-68.0769842645902,-38.9043591275563],[-68.0755278424378,-38.9058841767465],[-68.0723779329561,-38.9091338587675],[-68.0676429898348,-38.9113397529677],[-68.0665878707616,-38.9118387106416],[-68.0654290963005,-38.9123938466635],[-68.0641642252212,-38.9142074051813],[-68.0614768006479,-38.9167568694101],[-68.0591243587031,-38.9188985305403],[-68.0585913175959,-38.9201603810481],[-68.0575966154087,-38.9226980843114],[-68.0569765469841,-38.9241468034962],[-68.0564361852884,-38.9248677930173],[-68.0539268861065,-38.9280340912744],[-68.0503064188735,-38.9312202426248],[-68.0447421125488,-38.9361787208785],[-68.0436266497606,-38.9378152381482],[-68.0412503055895,-38.9410345340729],[-68.040205350675,-38.9419101986621],[-68.0384186568329,-38.9427456076057],[-68.0368897241808,-38.9434665540805],[-68.0352944483669,-38.9442009580074],[-68.0327710049721,-38.9456620399125],[-68.0311254301358,-38.9463137988888],[-68.0267876907766,-38.9480065222625],[-68.0245927384745,-38.9491828293184],[-68.022978411485,-38.9500164576822],[-68.0223479104854,-38.9503347429595],[-68.0216348371933,-38.951182468619],[-68.0216332302308,-38.9513743821908]]]}"
ALTO VALLE - NEUQUEN NORTE 132 1,,132,,300 mm2,,1993-01-01,DISTROCOMAHUE-NEUQUEN,DISTROCOMAHUE-NEUQUEN,"{""type"":""MultiLineString"",""coordinates"":[[[-68.0219689793654,-38.9513817526326],[-68.0220835525484,-38.9511868978368],[-68.0236888065139,-38.9501876035123],[-68.0250689869134,-38.9493473529843],[-68.0270333072348,-38.9481348008213],[-68.0328958853362,-38.9458513441077],[-68.0355175543931,-38.9443403254104],[-68.0412020188811,-38.941650761],[-68.0461965548403,-38.9392672492511],[-68.0474175443967,-38.9386827763755],[-68.0504862666245,-38.9364382578078],[-68.0529961421411,-38.9346274056136],[-68.0545588931951,-38.9341565519051],[-68.0579965477513,-38.9331563722618],[-68.060510344756,-38.9324270605173],[-68.0689903208474,-38.9305103972147],[-68.0701817526849,-38.9302267319881],[-68.0705102990401,-38.9306480165694]]]}"
CINCO SALTOS - TERMOROCA 132 1,,132,,300 mm2,,1993-01-01,DISTROCOMAHUE-RIO NEGRO,DISTROCOMAHUE-RIO NEGRO,"{""type"":""MultiLineString"",""coordinates"":[[[-68.0373885969077,-38.8374283797932],[-68.0367043197831,-38.8369990988765],[-68.035679060008,-38.8369687713518],[-68.0331208656385,-38.8376954139212],[-68.0296382121359,-38.8388565940391],[-68.0261303321806,-38.8400469016782],[-68.0206151530937,-38.8436921717817],[-68.0119090297141,-38.8494839142462],[-67.9117703812164,-38.9039945032997],[-67.8803549399506,-38.9079136768673],[-67.6980855723854,-38.9304661652126],[-67.694784624621,-38.9308767522413],[-67.692206417528,-38.9319087018431],[-67.6884683992158,-38.9326485679428],[-67.6851271079504,-38.9333085065013],[-67.6813727932343,-38.9340742274825],[-67.6074961630744,-38.9487118560272],[-67.6019920421159,-38.9453867105137],[-67.6016561407987,-38.9456133616863]]]}"
ESCALANTE - PAMPA CASTILLO 132 1,,132,,240 mm2,,2006-08-01,TRANSP.INDEP.LAGO MUSTERS-CRIV,TRANSP.INDEP.LAGO MUSTERS-CRIV,"{""type"":""MultiLineString"",""coordinates"":[[[-67.7708302025332,-45.815773318213],[-67.7706346468519,-45.8159546015365],[-67.7816432262221,-45.8185662470683],[-67.786007129648,-45.8207538398324],[-67.7900903141401,-45.8216075112546],[-67.793433421443,-45.823101404748],[-67.7970317277766,-45.8244707719031],[-67.8006555540134,-45.8258934553485],[-67.8038455418978,-45.8258578887055],[-67.8060147336592,-45.8257511886401],[-67.8158398963433,-45.8239016883445],[-67.8213521954076,-45.8236349284239],[-67.8237765861998,-45.8239016883445],[-67.8259968177674,-45.8234215195671],[-67.8308455993517,-45.8233148148319],[-67.8352605425838,-45.8229057781191],[-67.840058284362,-45.8221944027647],[-67.843426911568,-45.8216964346084],[-67.8461065013909,-45.8207004849339],[-67.8487860912138,-45.820469279783],[-67.8560082237842,-45.8187974601216],[-67.8841311569734,-45.8145109697452],[-67.8912512099315,-45.8123053440596],[-67.9155206377564,-45.8104731853416],[-67.9324658533985,-45.8125365831094],[-67.9940453795198,-45.8130346331865],[-67.995806252832,-45.8135860405765],[-68.0368932967836,-45.8139062101041]]]}"
PAMPA D.CASTILLO EL TORDILLO 132 1,,132,,120 mm2,,2001-03-01,TRANSPA S.A.,TRANSPA S.A.,"{""type"":""MultiLineString"",""coordinates"":[[[-68.0365902479346,-45.8140373901429],[-68.0365711080073,-45.8147755500231],[-68.0278879609858,-45.8167543038413],[-68.0238047764937,-45.8185151132827],[-68.0035674933549,-45.825877894945],[-68.0011941423688,-45.8269271009843],[-67.9854483621712,-45.8388048678851],[-67.9614341333772,-45.8406894301878],[-67.9577592673343,-45.8420228083522],[-67.9519917692392,-45.8431605991172],[-67.9499756968962,-45.8474271072466],[-67.9505307547881,-45.8526797959095],[-67.9508816534554,-45.853755158301],[-67.9510985726315,-45.8539906687746]]]}"
ALTO VALLE - ING. CIPOLLETTI 132 1,,132,,240 mm2,,1993-01-01,DISTROCOMAHUE-RIO NEGRO,DISTROCOMAHUE-RIO NEGRO,"{""type"":""MultiLineString"",""coordinates"":[[[-68.0215128111109,-38.9513729117099],[-68.0215078593324,-38.9511752709181],[-68.0197782480473,-38.9493024924659],[-68.0183488466272,-38.9477176079194],[-68.0164836654335,-38.9462427860001],[-68.0174569743794,-38.9454853355649],[-68.0138378024068,-38.9426728689038],[-68.0117522984005,-38.9410954196391],[-68.0126471836442,-38.939258273597],[-68.0127268894149,-38.9355283603691],[-68.0125117644937,-38.9336867939881],[-68.0126429761873,-38.9262397720805],[-68.0104897881033,-38.9262370535607],[-68.0106420748141,-38.9259601146203]]]}"
PIQ 227 II - RIO HONDO 132 1,,132,,300 mm2,,2012-12-01,TRANSNOA S.A.,TRANSNOA S.A.,"{""type"":""MultiLineString"",""coordinates"":[[[-64.8849263816543,-27.5231268693156],[-64.8850210446952,-27.5230004326262],[-64.8860314220529,-27.5202854039091],[-64.8878252804402,-27.5181068981093],[-64.8895820132695,-27.5159484238961],[-64.8916854780304,-27.5133690331609],[-64.8935424263922,-27.5110929199218],[-64.8952518880491,-27.5090055947376],[-64.896910426712,-27.506974794991],[-64.8984399441349,-27.505123664135],[-64.9004983028094,-27.5026981999188]]]}"
P.TRUNCADO I  COM. RIVADAV. 132,,132,,120 mm2,,1993-01-01,TRANSPA S.A.,TRANSPA S.A.,"{""type"":""MultiLineString"",""coordinates"":[[[-67.9494161523095,-46.78369711664],[-67.9493034312906,-46.7835590309345],[-67.9672773936846,-46.6076330081257],[-67.9859579627359,-46.4199275257992],[-67.9842226093267,-46.2798517279825],[-67.9956555259046,-46.1346069444647],[-67.9989220734982,-46.0037284206463],[-67.939715898363,-45.9689737280418],[-67.9303245740312,-45.9674128014322],[-67.9160334283089,-45.9701089197661],[-67.9054171486295,-45.9679804161978],[-67.8909218436825,-45.9582592102559],[-67.8662185775054,-45.9433547803321],[-67.8315115093227,-45.9201384740966],[-67.7446417592536,-45.8654317216562],[-67.6927853162041,-45.8326529278402],[-67.6698046434846,-45.8231747645616],[-67.6034656554397,-45.8218409347553],[-67.5823479356447,-45.8184884347512],[-67.5329796831451,-45.8169944175008],[-67.5207301296688,-45.811916237772],[-67.5019857608598,-45.8055122686334],[-67.4895384032412,-45.8054417248814],[-67.4803257431245,-45.80538329225],[-67.4787052292792,-45.8049207537574],[-67.4766381171301,-45.8041157498225],[-67.476005627139,-45.8040458227055],[-67.4754642015886,-45.8039689798845],[-67.464024905035,-45.805619007489],[-67.4512075337153,-45.8066330163763],[-67.4498166989977,-45.8073356959245],[-67.4459823335606,-45.8114715414365],[-67.4456760947237,-45.8116761021689]]]}"
PICO TRUNCADO I  SANTA CRUZ NORTE  132 2,,132,,240 mm2,,2008-04-01,TRANSPA S.A.,TRANSPA S.A.,"{""type"":""MultiLineString"",""coordinates"":[[[-67.9786863853532,-46.7760735755301],[-67.9782908268556,-46.7768338345783],[-67.962213287918,-46.7770086052559],[-67.9519287669786,-46.7801194284066],[-67.9504725375093,-46.783114299701],[-67.9506128969762,-46.7833436593428]]]}"
PICO TRUNCADO I - SANTA CRUZ NORTE - 1,PU-ZN1,132,3,240/40,AL/AC,2008-06-26,TRANSPA S.A,TRANSPA S.A,"{""type"":""MultiLineString"",""coordinates"":[[[-67.9504518025881,-46.7833873467805],[-67.9504486126002,-46.783114299701],[-67.9514949286263,-46.7798693021504],[-67.9621622481118,-46.7767540952682],[-67.9782716869283,-46.7765968009404],[-67.9785250840767,-46.7760626707651]]]}"
S.CRUZ NORTE - CANADON LEON 132 1,,132,,185 mm2,,,TRANSPA S.A.,TRANSPA S.A.,"{""type"":""MultiLineString"",""coordinates"":[[[-67.6428815310787,-46.5876625649423],[-67.6434390734689,-46.5873585289026],[-67.6468661410951,-46.5852552191844],[-67.6522961191555,-46.5800382423728],[-67.6565049581765,-46.5788198341622],[-67.6610895322866,-46.5756987097784],[-67.6650468712078,-46.5712630090889],[-67.665719558222,-46.570486021124],[-67.6674633932519,-46.5686528686806],[-67.6829592358972,-46.5750099263655],[-67.6963813784891,-46.5810476140212],[-67.7064985935117,-46.5856016506677],[-67.7093179769064,-46.5864182517236],[-67.7179169495702,-46.5913186077822],[-67.7246514912794,-46.5951601529195],[-67.7548271082475,-46.616176475759],[-67.7631605718611,-46.6198661383528],[-67.7837485250061,-46.6425698613257],[-67.8040049585637,-46.6648754828666],[-67.8243772772868,-46.6872815875078],[-67.8457676251857,-46.7107697351203],[-67.8577463373612,-46.7239203242114],[-67.8782565447623,-46.7464245698406],[-67.9023782620061,-46.7514702477653],[-67.9385637716736,-46.7590177804953],[-67.9535305608392,-46.7621329651342],[-67.9744705701834,-46.7696066639407],[-67.974017297827,-46.7749455335491],[-67.975481264855,-46.7760767352945],[-67.977919254034,-46.7764685314243],[-67.9783681256879,-46.7760626707651]]]}"
MEDANITO ENTRE LOMAS 132 1,,132,,150 mm2,,1993-01-01,DISTROCOMAHUE-RIO NEGRO,DISTROCOMAHUE-RIO NEGRO,"{""type"":""MultiLineString"",""coordinates"":[[[-67.9406206356488,-37.9901783241073],[-67.9407409076447,-37.990536220851],[-67.9402125611219,-37.9922189821936],[-67.9395109374891,-37.9944291186012],[-67.9388626738331,-37.9965357285597],[-67.9388261985289,-37.9986445483211],[-67.9387729122112,-38.0030270705819],[-67.9387456585386,-38.0053363676757],[-67.9385046954865,-38.0231825236753],[-67.9384819134751,-38.0254272913781],[-67.9382437867436,-38.0448516353741],[-67.9376682748978,-38.0985267584891],[-67.9373293362667,-38.1355663636723],[-67.9437397011032,-38.1499391549212],[-67.9627917294922,-38.1873239715421],[-67.9688000238706,-38.1988264128598],[-67.9699187754263,-38.2030128318178],[-67.9705560453533,-38.2051636899411],[-67.9729465067926,-38.2144531641309]]]}"
P. TRUNCADO I  P.TRUNCADO II 1 132,,132,,185 mm2,,1993-01-01,TRANSPA S.A.,TRANSPA S.A.,"{""type"":""MultiLineString"",""coordinates"":[[[-67.9431244004175,-46.6623192622486],[-67.9440331666057,-46.6624438639176],[-67.9436992562473,-46.668872843917],[-67.9534636961046,-46.737606775385],[-67.9517676671661,-46.7572260058825],[-67.9530134773335,-46.7593926769072],[-67.9501389205163,-46.7831988264952],[-67.9502859232181,-46.7834299420177]]]}"
